Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
35026,21149196.66,21149196.66,21149196.66,21149196.66,23084149.92,23084149.92,23084149.92,23084149.92,23084149.92,25188248.81,25188248.81,25188248.81,25188248.81,25188248.81,27131564.09,27131564.09,27131564.09,27131564.09,27131564.09,28193569.21,28193569.21,28193569.21,28193569.21,28193569.21
35027,41259347.9,41259347.9,41259347.9,41259347.9,45883518.96,45883518.96,45883518.96,45883518.96,45883518.96,50962884.94,50962884.94,50962884.94,50962884.94,50962884.94,55784771.98,55784771.98,55784771.98,55784771.98,55784771.98,58606987.85,58606987.85,58606987.85,58606987.85,58606987.85
35028,44737639.05,44737639.05,44737639.05,44737639.05,49346690.89,49346690.89,49346690.89,49346690.89,49346690.89,54320626.12,54320626.12,54320626.12,54320626.12,54320626.12,59032674.69,59032674.69,59032674.69,59032674.69,59032674.69,61887171.38,61887171.38,61887171.38,61887171.38,61887171.38
35029,13932507.65,13932507.65,13932507.65,13932507.65,15230096.54,15230096.54,15230096.54,15230096.54,15230096.54,16635576.08,16635576.08,16635576.08,16635576.08,16635576.08,17948821.32,17948821.32,17948821.32,17948821.32,17948821.32,18764249.65,18764249.65,18764249.65,18764249.65,18764249.65
35030,37565152.59,37565152.59,37565152.59,37565152.59,41140898.76,41140898.76,41140898.76,41140898.76,41140898.76,44985295.12,44985295.12,44985295.12,44985295.12,44985295.12,48616767.32,48616767.32,48616767.32,48616767.32,48616767.32,51047107.81,51047107.81,51047107.81,51047107.81,51047107.81
35031,33454176.27,33454176.27,33454176.27,33454176.27,37269581.81,37269581.81,37269581.81,37269581.81,37269581.81,41403399.48,41403399.48,41403399.48,41403399.48,41403399.48,45325067.42,45325067.42,45325067.42,45325067.42,45325067.42,47644784.31,47644784.31,47644784.31,47644784.31,47644784.31
35032,179847375.3,179847375.3,179847375.3,179847375.3,198301784.7,198301784.7,198301784.7,198301784.7,198301784.7,218405422.8,218405422.8,218405422.8,218405422.8,218405422.8,236904371.8,236904371.8,236904371.8,236904371.8,236904371.8,245100598.5,245100598.5,245100598.5,245100598.5,245100598.5
35033,21149577.4,21149577.4,21149577.4,21149577.4,23601165.26,23601165.26,23601165.26,23601165.26,23601165.26,26146457.95,26146457.95,26146457.95,26146457.95,26146457.95,28488460.74,28488460.74,28488460.74,28488460.74,28488460.74,29793770.14,29793770.14,29793770.14,29793770.14,29793770.14
35034,12698714.1,12698714.1,12698714.1,12698714.1,13747132.91,13747132.91,13747132.91,13747132.91,13747132.91,14883574.51,14883574.51,14883574.51,14883574.51,14883574.51,15962648.98,15962648.98,15962648.98,15962648.98,15962648.98,16798424.83,16798424.83,16798424.83,16798424.83,16798424.83
35035,15772686.16,15772686.16,15772686.16,15772686.16,16801232.32,16801232.32,16801232.32,16801232.32,16801232.32,17903465.33,17903465.33,17903465.33,17903465.33,17903465.33,18998102.98,18998102.98,18998102.98,18998102.98,18998102.98,19981961.65,19981961.65,19981961.65,19981961.65,19981961.65
35036,54053230.44,54053230.44,54053230.44,54053230.44,57719762.61,57719762.61,57719762.61,57719762.61,57719762.61,61661532.87,61661532.87,61661532.87,61661532.87,61661532.87,65397624.44,65397624.44,65397624.44,65397624.44,65397624.44,68095932.34,68095932.34,68095932.34,68095932.34,68095932.34
35037,12002112.89,12002112.89,12002112.89,12002112.89,12823199.02,12823199.02,12823199.02,12823199.02,12823199.02,13703534.1,13703534.1,13703534.1,13703534.1,13703534.1,14536539.13,14536539.13,14536539.13,14536539.13,14536539.13,15122288.14,15122288.14,15122288.14,15122288.14,15122288.14
35038,27718638.73,27718638.73,27718638.73,27718638.73,29247236.37,29247236.37,29247236.37,29247236.37,29247236.37,30875406.11,30875406.11,30875406.11,30875406.11,30875406.11,32561423.18,32561423.18,32561423.18,32561423.18,32561423.18,34332766.21,34332766.21,34332766.21,34332766.21,34332766.21
35039,23211831.44,23211831.44,23211831.44,23211831.44,24699650.36,24699650.36,24699650.36,24699650.36,24699650.36,26282061.91,26282061.91,26282061.91,26282061.91,26282061.91,27894081.55,27894081.55,27894081.55,27894081.55,27894081.55,29391677.82,29391677.82,29391677.82,29391677.82,29391677.82
35040,26564780.13,26564780.13,26564780.13,26564780.13,28618752.91,28618752.91,28618752.91,28618752.91,28618752.91,30816249.83,30816249.83,30816249.83,30816249.83,30816249.83,32946771.3,32946771.3,32946771.3,32946771.3,32946771.3,34608528.35,34608528.35,34608528.35,34608528.35,34608528.35
35041,22004780.33,22004780.33,22004780.33,22004780.33,23352845.05,23352845.05,23352845.05,23352845.05,23352845.05,24794019.1,24794019.1,24794019.1,24794019.1,24794019.1,26250655,26250655,26250655,26250655,26250655,27681809.78,27681809.78,27681809.78,27681809.78,27681809.78
35042,17191566.92,17191566.92,17191566.92,17191566.92,18678505.45,18678505.45,18678505.45,18678505.45,18678505.45,20262873.57,20262873.57,20262873.57,20262873.57,20262873.57,21796211.63,21796211.63,21796211.63,21796211.63,21796211.63,23031432.72,23031432.72,23031432.72,23031432.72,23031432.72
35043,24745793.61,24745793.61,24745793.61,24745793.61,27836039.75,27836039.75,27836039.75,27836039.75,27836039.75,31195190.27,31195190.27,31195190.27,31195190.27,31195190.27,34302199.25,34302199.25,34302199.25,34302199.25,34302199.25,36272401.68,36272401.68,36272401.68,36272401.68,36272401.68
35044,12765167.51,12765167.51,12765167.51,12765167.51,13381652.72,13381652.72,13381652.72,13381652.72,13381652.72,14032759.71,14032759.71,14032759.71,14032759.71,14032759.71,14691407.73,14691407.73,14691407.73,14691407.73,14691407.73,15388005.67,15388005.67,15388005.67,15388005.67,15388005.67
35045,23364800.67,23364800.67,23364800.67,23364800.67,25173418.11,25173418.11,25173418.11,25173418.11,25173418.11,27058595.4,27058595.4,27058595.4,27058595.4,27058595.4,28835673.1,28835673.1,28835673.1,28835673.1,28835673.1,30035919.76,30035919.76,30035919.76,30035919.76,30035919.76
35046,95450279.35,95450279.35,95450279.35,95450279.35,105830500.1,105830500.1,105830500.1,105830500.1,105830500.1,117032563.3,117032563.3,117032563.3,117032563.3,117032563.3,127718849.4,127718849.4,127718849.4,127718849.4,127718849.4,134156931.2,134156931.2,134156931.2,134156931.2,134156931.2
35047,40530516.35,40530516.35,40530516.35,40530516.35,45418744.44,45418744.44,45418744.44,45418744.44,45418744.44,50752381.35,50752381.35,50752381.35,50752381.35,50752381.35,55632207.15,55632207.15,55632207.15,55632207.15,55632207.15,57838312.73,57838312.73,57838312.73,57838312.73,57838312.73
35048,46570069.89,46570069.89,46570069.89,46570069.89,53786561.21,53786561.21,53786561.21,53786561.21,53786561.21,61483477.84,61483477.84,61483477.84,61483477.84,61483477.84,68636125.03,68636125.03,68636125.03,68636125.03,68636125.03,72347471.14,72347471.14,72347471.14,72347471.14,72347471.14
35049,5590429.412,5590429.412,5590429.412,5590429.412,6217363.122,6217363.122,6217363.122,6217363.122,6217363.122,6855939.039,6855939.039,6855939.039,6855939.039,6855939.039,7437089.89,7437089.89,7437089.89,7437089.89,7437089.89,7750858.416,7750858.416,7750858.416,7750858.416,7750858.416
35050,87978457.41,87978457.41,87978457.41,87978457.41,96317339.02,96317339.02,96317339.02,96317339.02,96317339.02,105282846.1,105282846.1,105282846.1,105282846.1,105282846.1,113531261.5,113531261.5,113531261.5,113531261.5,113531261.5,117761318.1,117761318.1,117761318.1,117761318.1,117761318.1
35051,26172669.31,26172669.31,26172669.31,26172669.31,28012947.23,28012947.23,28012947.23,28012947.23,28012947.23,29957031.51,29957031.51,29957031.51,29957031.51,29957031.51,31788148.16,31788148.16,31788148.16,31788148.16,31788148.16,32924388.58,32924388.58,32924388.58,32924388.58,32924388.58
35052,2254327.847,2254327.847,2254327.847,2254327.847,2466496.016,2466496.016,2466496.016,2466496.016,2466496.016,2688401,2688401,2688401,2688401,2688401,2891194.42,2891194.42,2891194.42,2891194.42,2891194.42,3016492.412,3016492.412,3016492.412,3016492.412,3016492.412
35053,9573956.62,9573956.62,9573956.62,9573956.62,10367850.89,10367850.89,10367850.89,10367850.89,10367850.89,11188740.96,11188740.96,11188740.96,11188740.96,11188740.96,11974817.06,11974817.06,11974817.06,11974817.06,11974817.06,12532726.11,12532726.11,12532726.11,12532726.11,12532726.11
35054,21956547.64,21956547.64,21956547.64,21956547.64,24433839.81,24433839.81,24433839.81,24433839.81,24433839.81,27033749.13,27033749.13,27033749.13,27033749.13,27033749.13,29470414.15,29470414.15,29470414.15,29470414.15,29470414.15,31000669.04,31000669.04,31000669.04,31000669.04,31000669.04
35055,21574565.16,21574565.16,21574565.16,21574565.16,22964981.25,22964981.25,22964981.25,22964981.25,22964981.25,24401697.97,24401697.97,24401697.97,24401697.97,24401697.97,25810529.59,25810529.59,25810529.59,25810529.59,25810529.59,27052633.39,27052633.39,27052633.39,27052633.39,27052633.39
35056,23539827.38,23539827.38,23539827.38,23539827.38,25309199.75,25309199.75,25309199.75,25309199.75,25309199.75,27154831.87,27154831.87,27154831.87,27154831.87,27154831.87,28902003.71,28902003.71,28902003.71,28902003.71,28902003.71,30072713.2,30072713.2,30072713.2,30072713.2,30072713.2
35057,63702421.75,63702421.75,63702421.75,63702421.75,68601448.03,68601448.03,68601448.03,68601448.03,68601448.03,73870728.77,73870728.77,73870728.77,73870728.77,73870728.77,78740798.78,78740798.78,78740798.78,78740798.78,78740798.78,81004302.01,81004302.01,81004302.01,81004302.01,81004302.01
35058,19732588.81,19732588.81,19732588.81,19732588.81,22007368.61,22007368.61,22007368.61,22007368.61,22007368.61,24373806.58,24373806.58,24373806.58,24373806.58,24373806.58,26514999.89,26514999.89,26514999.89,26514999.89,26514999.89,27559129.65,27559129.65,27559129.65,27559129.65,27559129.65
35059,54789807.78,54789807.78,54789807.78,54789807.78,57631713.63,57631713.63,57631713.63,57631713.63,57631713.63,60612720.54,60612720.54,60612720.54,60612720.54,60612720.54,63419551.76,63419551.76,63419551.76,63419551.76,63419551.76,65216274.8,65216274.8,65216274.8,65216274.8,65216274.8
35060,39973356.86,39973356.86,39973356.86,39973356.86,44647980.73,44647980.73,44647980.73,44647980.73,44647980.73,49621585.58,49621585.58,49621585.58,49621585.58,49621585.58,54192465.19,54192465.19,54192465.19,54192465.19,54192465.19,56370171,56370171,56370171,56370171,56370171
35061,430127490.6,430127490.6,430127490.6,430127490.6,437738499.6,437738499.6,437738499.6,437738499.6,437738499.6,445601143.6,445601143.6,445601143.6,445601143.6,445601143.6,452852110.4,452852110.4,452852110.4,452852110.4,452852110.4,457297936.2,457297936.2,457297936.2,457297936.2,457297936.2
35062,63751978.71,63751978.71,63751978.71,63751978.71,69396270.99,69396270.99,69396270.99,69396270.99,69396270.99,75381596.32,75381596.32,75381596.32,75381596.32,75381596.32,80878294.25,80878294.25,80878294.25,80878294.25,80878294.25,83759407.43,83759407.43,83759407.43,83759407.43,83759407.43
35063,60462904.74,60462904.74,60462904.74,60462904.74,64277252.46,64277252.46,64277252.46,64277252.46,64277252.46,68288548.61,68288548.61,68288548.61,68288548.61,68288548.61,71978986.82,71978986.82,71978986.82,71978986.82,71978986.82,73667671.11,73667671.11,73667671.11,73667671.11,73667671.11
41001,28684088.41,28684088.41,28684088.41,28684088.41,31501934.91,31501934.91,31501934.91,31501934.91,31501934.91,34509321.99,34509321.99,34509321.99,34509321.99,34509321.99,37504372.61,37504372.61,37504372.61,37504372.61,37504372.61,40282587.39,40282587.39,40282587.39,40282587.39,40282587.39
41002,28346293.34,28346293.34,28346293.34,28346293.34,30885797.64,30885797.64,30885797.64,30885797.64,30885797.64,33587115.39,33587115.39,33587115.39,33587115.39,33587115.39,36416773.09,36416773.09,36416773.09,36416773.09,36416773.09,39705267.44,39705267.44,39705267.44,39705267.44,39705267.44
41003,14142457.29,14142457.29,14142457.29,14142457.29,15596169.51,15596169.51,15596169.51,15596169.51,15596169.51,17201037.32,17201037.32,17201037.32,17201037.32,17201037.32,18786785.49,18786785.49,18786785.49,18786785.49,18786785.49,20158549.4,20158549.4,20158549.4,20158549.4,20158549.4
41004,12613595.3,12613595.3,12613595.3,12613595.3,13499461.76,13499461.76,13499461.76,13499461.76,13499461.76,14455948.98,14455948.98,14455948.98,14455948.98,14455948.98,15442977.21,15442977.21,15442977.21,15442977.21,15442977.21,16581284.26,16581284.26,16581284.26,16581284.26,16581284.26
41005,23336218.25,23336218.25,23336218.25,23336218.25,24867431.77,24867431.77,24867431.77,24867431.77,24867431.77,26496115.65,26496115.65,26496115.65,26496115.65,26496115.65,28173030.62,28173030.62,28173030.62,28173030.62,28173030.62,29997278.51,29997278.51,29997278.51,29997278.51,29997278.51
41006,20403580.08,20403580.08,20403580.08,20403580.08,22366346.85,22366346.85,22366346.85,22366346.85,22366346.85,24466769.52,24466769.52,24466769.52,24466769.52,24466769.52,26664813.09,26664813.09,26664813.09,26664813.09,26664813.09,28975444.11,28975444.11,28975444.11,28975444.11,28975444.11
41007,8719197.137,8719197.137,8719197.137,8719197.137,9377287.682,9377287.682,9377287.682,9377287.682,9377287.682,10084425.98,10084425.98,10084425.98,10084425.98,10084425.98,10851070.89,10851070.89,10851070.89,10851070.89,10851070.89,11802405.47,11802405.47,11802405.47,11802405.47,11802405.47
41008,4280695.51,4280695.51,4280695.51,4280695.51,4621459.545,4621459.545,4621459.545,4621459.545,4621459.545,4974951.906,4974951.906,4974951.906,4974951.906,4974951.906,5359995.686,5359995.686,5359995.686,5359995.686,5359995.686,5815790.094,5815790.094,5815790.094,5815790.094,5815790.094
41009,39826739.71,39826739.71,39826739.71,39826739.71,43330896.66,43330896.66,43330896.66,43330896.66,43330896.66,47179232.9,47179232.9,47179232.9,47179232.9,47179232.9,50987290.88,50987290.88,50987290.88,50987290.88,50987290.88,54020911.34,54020911.34,54020911.34,54020911.34,54020911.34
41010,25105285.71,25105285.71,25105285.71,25105285.71,27861177.99,27861177.99,27861177.99,27861177.99,27861177.99,30900777.49,30900777.49,30900777.49,30900777.49,30900777.49,33829174.22,33829174.22,33829174.22,33829174.22,33829174.22,35980186.27,35980186.27,35980186.27,35980186.27,35980186.27
41011,51443920.22,51443920.22,51443920.22,51443920.22,56017177.44,56017177.44,56017177.44,56017177.44,56017177.44,61009559.09,61009559.09,61009559.09,61009559.09,61009559.09,65689245.04,65689245.04,65689245.04,65689245.04,65689245.04,68520308.02,68520308.02,68520308.02,68520308.02,68520308.02
41012,5277167.678,5277167.678,5277167.678,5277167.678,5718271.094,5718271.094,5718271.094,5718271.094,5718271.094,6190746.345,6190746.345,6190746.345,6190746.345,6190746.345,6656321.31,6656321.31,6656321.31,6656321.31,6656321.31,7103296.639,7103296.639,7103296.639,7103296.639,7103296.639
41013,17279383.31,17279383.31,17279383.31,17279383.31,18497748.42,18497748.42,18497748.42,18497748.42,18497748.42,19779778.67,19779778.67,19779778.67,19779778.67,19779778.67,21011264.16,21011264.16,21011264.16,21011264.16,21011264.16,22058114.85,22058114.85,22058114.85,22058114.85,22058114.85
41014,6512923.925,6512923.925,6512923.925,6512923.925,7048936.369,7048936.369,7048936.369,7048936.369,7048936.369,7626473.624,7626473.624,7626473.624,7626473.624,7626473.624,8194478.894,8194478.894,8194478.894,8194478.894,8194478.894,8679175.176,8679175.176,8679175.176,8679175.176,8679175.176
41015,15477154.18,15477154.18,15477154.18,15477154.18,16493628.41,16493628.41,16493628.41,16493628.41,16493628.41,17575879.28,17575879.28,17575879.28,17575879.28,17575879.28,18675449.65,18675449.65,18675449.65,18675449.65,18675449.65,19811544.27,19811544.27,19811544.27,19811544.27,19811544.27
41016,10447799.22,10447799.22,10447799.22,10447799.22,11428270.85,11428270.85,11428270.85,11428270.85,11428270.85,12468826.89,12468826.89,12468826.89,12468826.89,12468826.89,13464282.84,13464282.84,13464282.84,13464282.84,13464282.84,14143310.45,14143310.45,14143310.45,14143310.45,14143310.45
41017,7948435.024,7948435.024,7948435.024,7948435.024,8551182.635,8551182.635,8551182.635,8551182.635,8551182.635,9192855.098,9192855.098,9192855.098,9192855.098,9192855.098,9814968.02,9814968.02,9814968.02,9814968.02,9814968.02,10303317.12,10303317.12,10303317.12,10303317.12,10303317.12
41018,11388244.34,11388244.34,11388244.34,11388244.34,12275142.68,12275142.68,12275142.68,12275142.68,12275142.68,13230838.36,13230838.36,13230838.36,13230838.36,13230838.36,14191007.58,14191007.58,14191007.58,14191007.58,14191007.58,15125726.89,15125726.89,15125726.89,15125726.89,15125726.89
41019,15560782.52,15560782.52,15560782.52,15560782.52,16842007.42,16842007.42,16842007.42,16842007.42,16842007.42,18226076.36,18226076.36,18226076.36,18226076.36,18226076.36,19572219.2,19572219.2,19572219.2,19572219.2,19572219.2,20739431.43,20739431.43,20739431.43,20739431.43,20739431.43
41020,10703147.67,10703147.67,10703147.67,10703147.67,11403232.1,11403232.1,11403232.1,11403232.1,11403232.1,12154523.42,12154523.42,12154523.42,12154523.42,12154523.42,12882182.82,12882182.82,12882182.82,12882182.82,12882182.82,13462378.34,13462378.34,13462378.34,13462378.34,13462378.34
41021,40669855.68,40669855.68,40669855.68,40669855.68,43944386.75,43944386.75,43944386.75,43944386.75,43944386.75,47521188.37,47521188.37,47521188.37,47521188.37,47521188.37,51014446.29,51014446.29,51014446.29,51014446.29,51014446.29,53892556.82,53892556.82,53892556.82,53892556.82,53892556.82
41022,51495534.32,51495534.32,51495534.32,51495534.32,55269983.13,55269983.13,55269983.13,55269983.13,55269983.13,59296353.07,59296353.07,59296353.07,59296353.07,59296353.07,63505100.05,63505100.05,63505100.05,63505100.05,63505100.05,68257969.26,68257969.26,68257969.26,68257969.26,68257969.26
41023,44355437.24,44355437.24,44355437.24,44355437.24,47124808.55,47124808.55,47124808.55,47124808.55,47124808.55,50127579.23,50127579.23,50127579.23,50127579.23,50127579.23,53214716.18,53214716.18,53214716.18,53214716.18,53214716.18,56686589.16,56686589.16,56686589.16,56686589.16,56686589.16
41024,38673494.91,38673494.91,38673494.91,38673494.91,41185075.04,41185075.04,41185075.04,41185075.04,41185075.04,43898584.54,43898584.54,43898584.54,43898584.54,43898584.54,46588854.63,46588854.63,46588854.63,46588854.63,46588854.63,49164387.29,49164387.29,49164387.29,49164387.29,49164387.29
41025,14665489.6,14665489.6,14665489.6,14665489.6,15663368.05,15663368.05,15663368.05,15663368.05,15663368.05,16716561.54,16716561.54,16716561.54,16716561.54,16716561.54,17808643.32,17808643.32,17808643.32,17808643.32,17808643.32,19006164.5,19006164.5,19006164.5,19006164.5,19006164.5
41026,34847275.33,34847275.33,34847275.33,34847275.33,37409732.99,37409732.99,37409732.99,37409732.99,37409732.99,40118631.61,40118631.61,40118631.61,40118631.61,40118631.61,42853441.29,42853441.29,42853441.29,42853441.29,42853441.29,45522535.89,45522535.89,45522535.89,45522535.89,45522535.89
41027,22091898.24,22091898.24,22091898.24,22091898.24,23791571.33,23791571.33,23791571.33,23791571.33,23791571.33,25623017.49,25623017.49,25623017.49,25623017.49,25623017.49,27402010.98,27402010.98,27402010.98,27402010.98,27402010.98,28986639.83,28986639.83,28986639.83,28986639.83,28986639.83
41028,9149896.898,9149896.898,9149896.898,9149896.898,9732882.255,9732882.255,9732882.255,9732882.255,9732882.255,10339005.13,10339005.13,10339005.13,10339005.13,10339005.13,10932594.59,10932594.59,10932594.59,10932594.59,10932594.59,11491957.01,11491957.01,11491957.01,11491957.01,11491957.01
41029,42723228.85,42723228.85,42723228.85,42723228.85,45302415.97,45302415.97,45302415.97,45302415.97,45302415.97,48033172.36,48033172.36,48033172.36,48033172.36,48033172.36,50659775.8,50659775.8,50659775.8,50659775.8,50659775.8,52882704.64,52882704.64,52882704.64,52882704.64,52882704.64
41030,10810008.61,10810008.61,10810008.61,10810008.61,11417510.54,11417510.54,11417510.54,11417510.54,11417510.54,12062187.62,12062187.62,12062187.62,12062187.62,12062187.62,12702642.64,12702642.64,12702642.64,12702642.64,12702642.64,13229257.09,13229257.09,13229257.09,13229257.09,13229257.09
41031,20488794.1,20488794.1,20488794.1,20488794.1,21844482.26,21844482.26,21844482.26,21844482.26,21844482.26,23279526.13,23279526.13,23279526.13,23279526.13,23279526.13,24662080.66,24662080.66,24662080.66,24662080.66,24662080.66,25790292.38,25790292.38,25790292.38,25790292.38,25790292.38
41032,14406610.81,14406610.81,14406610.81,14406610.81,15219636.4,15219636.4,15219636.4,15219636.4,15219636.4,16060804.57,16060804.57,16060804.57,16060804.57,16060804.57,16900523.94,16900523.94,16900523.94,16900523.94,16900523.94,17692734.11,17692734.11,17692734.11,17692734.11,17692734.11
41033,13644200.35,13644200.35,13644200.35,13644200.35,14516791.88,14516791.88,14516791.88,14516791.88,14516791.88,15421637.17,15421637.17,15421637.17,15421637.17,15421637.17,16272202.95,16272202.95,16272202.95,16272202.95,16272202.95,16870784.49,16870784.49,16870784.49,16870784.49,16870784.49
41034,8920780.596,8920780.596,8920780.596,8920780.596,9525944.773,9525944.773,9525944.773,9525944.773,9525944.773,10161912.9,10161912.9,10161912.9,10161912.9,10161912.9,10750694.36,10750694.36,10750694.36,10750694.36,10750694.36,11149545.2,11149545.2,11149545.2,11149545.2,11149545.2
41035,2902880.349,2902880.349,2902880.349,2902880.349,3072802.851,3072802.851,3072802.851,3072802.851,3072802.851,3251752.616,3251752.616,3251752.616,3251752.616,3251752.616,3436692.278,3436692.278,3436692.278,3436692.278,3436692.278,3634714.835,3634714.835,3634714.835,3634714.835,3634714.835
41036,6781280.055,6781280.055,6781280.055,6781280.055,7183025.949,7183025.949,7183025.949,7183025.949,7183025.949,7602796.8,7602796.8,7602796.8,7602796.8,7602796.8,8008181.063,8008181.063,8008181.063,8008181.063,8008181.063,8331915.722,8331915.722,8331915.722,8331915.722,8331915.722
41037,215923645.4,215923645.4,215923645.4,215923645.4,228702807,228702807,228702807,228702807,228702807,242430513.1,242430513.1,242430513.1,242430513.1,242430513.1,255396676,255396676,255396676,255396676,255396676,263644605.1,263644605.1,263644605.1,263644605.1,263644605.1
41038,28699199.4,28699199.4,28699199.4,28699199.4,30577511.01,30577511.01,30577511.01,30577511.01,30577511.01,32530311.02,32530311.02,32530311.02,32530311.02,32530311.02,34474188.29,34474188.29,34474188.29,34474188.29,34474188.29,36189551.29,36189551.29,36189551.29,36189551.29,36189551.29
41039,13422448.87,13422448.87,13422448.87,13422448.87,14474499.3,14474499.3,14474499.3,14474499.3,14474499.3,15567177.14,15567177.14,15567177.14,15567177.14,15567177.14,16611317.06,16611317.06,16611317.06,16611317.06,16611317.06,17419605.93,17419605.93,17419605.93,17419605.93,17419605.93
42001,31582973.63,31582973.63,31582973.63,31582973.63,33274459.51,33274459.51,33274459.51,33274459.51,33274459.51,35055010.1,35055010.1,35055010.1,35055010.1,35055010.1,36797523.16,36797523.16,36797523.16,36797523.16,36797523.16,38415264,38415264,38415264,38415264,38415264
42002,57279836.26,57279836.26,57279836.26,57279836.26,61399239.31,61399239.31,61399239.31,61399239.31,61399239.31,65859747.39,65859747.39,65859747.39,65859747.39,65859747.39,70040197.79,70040197.79,70040197.79,70040197.79,70040197.79,73283803.19,73283803.19,73283803.19,73283803.19,73283803.19
42003,24345832.71,24345832.71,24345832.71,24345832.71,26018611.2,26018611.2,26018611.2,26018611.2,26018611.2,27807378.85,27807378.85,27807378.85,27807378.85,27807378.85,29484627.11,29484627.11,29484627.11,29484627.11,29484627.11,30705623.41,30705623.41,30705623.41,30705623.41,30705623.41
42004,41781407.11,41781407.11,41781407.11,41781407.11,44498028.35,44498028.35,44498028.35,44498028.35,44498028.35,47370234.83,47370234.83,47370234.83,47370234.83,47370234.83,50073662.31,50073662.31,50073662.31,50073662.31,50073662.31,52078831.4,52078831.4,52078831.4,52078831.4,52078831.4
42005,24563212.68,24563212.68,24563212.68,24563212.68,26248610.14,26248610.14,26248610.14,26248610.14,26248610.14,28029689.44,28029689.44,28029689.44,28029689.44,28029689.44,29706732.31,29706732.31,29706732.31,29706732.31,29706732.31,30919942.23,30919942.23,30919942.23,30919942.23,30919942.23
42006,35403318.04,35403318.04,35403318.04,35403318.04,37927564.84,37927564.84,37927564.84,37927564.84,37927564.84,40571489.75,40571489.75,40571489.75,40571489.75,40571489.75,43069985.67,43069985.67,43069985.67,43069985.67,43069985.67,44899485.27,44899485.27,44899485.27,44899485.27,44899485.27
42007,13183239.89,13183239.89,13183239.89,13183239.89,14239942.24,14239942.24,14239942.24,14239942.24,14239942.24,15367595.04,15367595.04,15367595.04,15367595.04,15367595.04,16423874.76,16423874.76,16423874.76,16423874.76,16423874.76,17043301,17043301,17043301,17043301,17043301
42008,75032374.36,75032374.36,75032374.36,75032374.36,81385009.89,81385009.89,81385009.89,81385009.89,81385009.89,88220815.57,88220815.57,88220815.57,88220815.57,88220815.57,94764902.59,94764902.59,94764902.59,94764902.59,94764902.59,99442279.59,99442279.59,99442279.59,99442279.59,99442279.59
42009,15248057.48,15248057.48,15248057.48,15248057.48,16234900.2,16234900.2,16234900.2,16234900.2,16234900.2,17279085.6,17279085.6,17279085.6,17279085.6,17279085.6,18262170.82,18262170.82,18262170.82,18262170.82,18262170.82,18935610.53,18935610.53,18935610.53,18935610.53,18935610.53
42010,31560340.06,31560340.06,31560340.06,31560340.06,33614566.04,33614566.04,33614566.04,33614566.04,33614566.04,35769386.7,35769386.7,35769386.7,35769386.7,35769386.7,37771401.49,37771401.49,37771401.49,37771401.49,37771401.49,39107396.44,39107396.44,39107396.44,39107396.44,39107396.44
42011,39202649.83,39202649.83,39202649.83,39202649.83,41748226.66,41748226.66,41748226.66,41748226.66,41748226.66,44440048.42,44440048.42,44440048.42,44440048.42,44440048.42,47039138.69,47039138.69,47039138.69,47039138.69,47039138.69,49194145.97,49194145.97,49194145.97,49194145.97,49194145.97
42012,63880864.07,63880864.07,63880864.07,63880864.07,69224248.91,69224248.91,69224248.91,69224248.91,69224248.91,74896542.41,74896542.41,74896542.41,74896542.41,74896542.41,80276225.93,80276225.93,80276225.93,80276225.93,80276225.93,83945596.04,83945596.04,83945596.04,83945596.04,83945596.04
42013,44628001.87,44628001.87,44628001.87,44628001.87,48804346.24,48804346.24,48804346.24,48804346.24,48804346.24,53331560.2,53331560.2,53331560.2,53331560.2,53331560.2,57785387.94,57785387.94,57785387.94,57785387.94,57785387.94,61302731.74,61302731.74,61302731.74,61302731.74,61302731.74
42014,14146899.03,14146899.03,14146899.03,14146899.03,15076429.27,15076429.27,15076429.27,15076429.27,15076429.27,16046336.98,16046336.98,16046336.98,16046336.98,16046336.98,16964801.26,16964801.26,16964801.26,16964801.26,16964801.26,17617317.08,17617317.08,17617317.08,17617317.08,17617317.08
42015,11315675.17,11315675.17,11315675.17,11315675.17,12306711.11,12306711.11,12306711.11,12306711.11,12306711.11,13364587.72,13364587.72,13364587.72,13364587.72,13364587.72,14389742.49,14389742.49,14389742.49,14389742.49,14389742.49,15157420.77,15157420.77,15157420.77,15157420.77,15157420.77
42016,61049499.65,61049499.65,61049499.65,61049499.65,65968468.21,65968468.21,65968468.21,65968468.21,65968468.21,71254914.94,71254914.94,71254914.94,71254914.94,71254914.94,76305175.22,76305175.22,76305175.22,76305175.22,76305175.22,79713877.82,79713877.82,79713877.82,79713877.82,79713877.82
42017,5435678.141,5435678.141,5435678.141,5435678.141,5740572.059,5740572.059,5740572.059,5740572.059,5740572.059,6054460.447,6054460.447,6054460.447,6054460.447,6054460.447,6355222.6,6355222.6,6355222.6,6355222.6,6355222.6,6596760.906,6596760.906,6596760.906,6596760.906,6596760.906
42018,52614028.79,52614028.79,52614028.79,52614028.79,55643180.94,55643180.94,55643180.94,55643180.94,55643180.94,58837626.09,58837626.09,58837626.09,58837626.09,58837626.09,61952893.22,61952893.22,61952893.22,61952893.22,61952893.22,64576372.6,64576372.6,64576372.6,64576372.6,64576372.6
